"Population by Five Years Age Group","Number"
"0-4",""
"Female","198989"
"Male","206299"
"10-14",""
"Female","283374"
"Male","290128"
"15-19",""
"Female","267111"
"Male","251595"
"20-24",""
"Female","229715"
"Male","165683"
"25-29",""
"Female","203168"
"Male","145291"
"30-34",""
"Female","165909"
"Male","127777"
"35-39",""
"Female","150915"
"Male","124181"
"40-44",""
"Female","132603"
"Male","118300"
"45-49",""
"Female","112572"
"Male","105762"
"50-54",""
"Female","97676"
"Male","97640"
"55-59",""
"Female","76889"
"Male","78093"
"5-9",""
"Female","252973"
"Male","259269"
"60-64",""
"Female","68483"
"Male","67726"
"65-69",""
"Female","48338"
"Male","49419"
"70-74",""
"Female","34242"
"Male","35977"
"75+",""
"Female","45450"
"Male","43396"
