"Population by Single Year of Age","Number"
"0",""
"Female","38461"
"Male","40336"
"1",""
"Female","34996"
"Male","36798"
"10",""
"Female","59708"
"Male","62859"
"11",""
"Female","48411"
"Male","49167"
"12",""
"Female","61133"
"Male","64896"
"13",""
"Female","55249"
"Male","55579"
"14",""
"Female","58873"
"Male","57627"
"15",""
"Female","56641"
"Male","55454"
"16",""
"Female","56506"
"Male","54130"
"17",""
"Female","53140"
"Male","50767"
"18",""
"Female","60025"
"Male","56674"
"19",""
"Female","40799"
"Male","34570"
"2",""
"Female","39538"
"Male","40416"
"20",""
"Female","53728"
"Male","40825"
"21",""
"Female","39376"
"Male","30085"
"22",""
"Female","54592"
"Male","37863"
"23",""
"Female","40824"
"Male","28111"
"24",""
"Female","41195"
"Male","28799"
"25",""
"Female","57049"
"Male","37742"
"26",""
"Female","40033"
"Male","27819"
"27",""
"Female","37588"
"Male","27215"
"28",""
"Female","44385"
"Male","33276"
"29",""
"Female","24113"
"Male","19239"
"3",""
"Female","41062"
"Male","41977"
"30",""
"Female","59594"
"Male","42384"
"31",""
"Female","21018"
"Male","17581"
"32",""
"Female","37026"
"Male","29037"
"33",""
"Female","24205"
"Male","19005"
"34",""
"Female","24066"
"Male","19770"
"35",""
"Female","55719"
"Male","44782"
"36",""
"Female","26867"
"Male","21593"
"37",""
"Female","20973"
"Male","17786"
"38",""
"Female","29213"
"Male","24462"
"39",""
"Female","18143"
"Male","15558"
"4",""
"Female","44932"
"Male","46772"
"40",""
"Female","52830"
"Male","45743"
"41",""
"Female","17131"
"Male","15783"
"42",""
"Female","26062"
"Male","24530"
"43",""
"Female","19721"
"Male","17030"
"44",""
"Female","16859"
"Male","15214"
"45",""
"Female","40774"
"Male","37562"
"46",""
"Female","19087"
"Male","17373"
"47",""
"Female","16051"
"Male","15578"
"48",""
"Female","22194"
"Male","21257"
"49",""
"Female","14466"
"Male","13992"
"5",""
"Female","49717"
"Male","51227"
"50",""
"Female","37898"
"Male","36736"
"51",""
"Female","13854"
"Male","14502"
"52",""
"Female","19282"
"Male","20277"
"53",""
"Female","13985"
"Male","13451"
"54",""
"Female","12657"
"Male","12674"
"55",""
"Female","26178"
"Male","26566"
"56",""
"Female","14056"
"Male","14307"
"57",""
"Female","11997"
"Male","12364"
"58",""
"Female","14259"
"Male","14560"
"59",""
"Female","10399"
"Male","10296"
"6",""
"Female","48472"
"Male","49499"
"60",""
"Female","28990"
"Male","27809"
"61",""
"Female","10466"
"Male","10531"
"62",""
"Female","11716"
"Male","11838"
"63",""
"Female","9034"
"Male","8943"
"64",""
"Female","8277"
"Male","8605"
"65",""
"Female","18898"
"Male","17076"
"66",""
"Female","6732"
"Male","6839"
"67",""
"Female","8711"
"Male","8808"
"68",""
"Female","9273"
"Male","10859"
"69",""
"Female","4724"
"Male","5837"
"7",""
"Female","53354"
"Male","53052"
"70",""
"Female","15511"
"Male","14672"
"71",""
"Female","4322"
"Male","5034"
"72",""
"Female","6380"
"Male","7028"
"73",""
"Female","4607"
"Male","5226"
"74",""
"Female","3422"
"Male","4017"
"75",""
"Female","8526"
"Male","8015"
"76",""
"Female","3329"
"Male","3701"
"77",""
"Female","4108"
"Male","3896"
"78",""
"Female","5111"
"Male","5008"
"79",""
"Female","1866"
"Male","2134"
"8",""
"Female","54602"
"Male","57904"
"80",""
"Female","5366"
"Male","4811"
"81",""
"Female","1736"
"Male","1844"
"82",""
"Female","1983"
"Male","2127"
"83",""
"Female","1646"
"Male","1784"
"84",""
"Female","2003"
"Male","1921"
"85",""
"Female","9776"
"Male","8155"
"9",""
"Female","46828"
"Male","47587"
