"Population by Single Year of Age","Number"
"0",""
"Female","3638"
"Male","4053"
"1",""
"Female","3381"
"Male","3805"
"10",""
"Female","6870"
"Male","7483"
"11",""
"Female","5327"
"Male","5609"
"12",""
"Female","7298"
"Male","7801"
"13",""
"Female","5977"
"Male","6049"
"14",""
"Female","6298"
"Male","6240"
"15",""
"Female","5898"
"Male","5848"
"16",""
"Female","6238"
"Male","5842"
"17",""
"Female","5022"
"Male","4557"
"18",""
"Female","7185"
"Male","6108"
"19",""
"Female","4185"
"Male","3306"
"2",""
"Female","4328"
"Male","4707"
"20",""
"Female","6807"
"Male","4708"
"21",""
"Female","3904"
"Male","2778"
"22",""
"Female","5618"
"Male","4217"
"23",""
"Female","3839"
"Male","2677"
"24",""
"Female","4184"
"Male","3098"
"25",""
"Female","6082"
"Male","4255"
"26",""
"Female","3871"
"Male","2916"
"27",""
"Female","3377"
"Male","2540"
"28",""
"Female","5010"
"Male","3902"
"29",""
"Female","1924"
"Male","1735"
"3",""
"Female","4776"
"Male","4889"
"30",""
"Female","6902"
"Male","4914"
"31",""
"Female","1526"
"Male","1332"
"32",""
"Female","3678"
"Male","3000"
"33",""
"Female","2238"
"Male","1688"
"34",""
"Female","2133"
"Male","1742"
"35",""
"Female","6587"
"Male","5321"
"36",""
"Female","2287"
"Male","1989"
"37",""
"Female","1489"
"Male","1354"
"38",""
"Female","3051"
"Male","2296"
"39",""
"Female","1265"
"Male","1025"
"4",""
"Female","5131"
"Male","5257"
"40",""
"Female","6145"
"Male","5194"
"41",""
"Female","1117"
"Male","1037"
"42",""
"Female","2019"
"Male","2072"
"43",""
"Female","1310"
"Male","1108"
"44",""
"Female","1217"
"Male","949"
"45",""
"Female","4452"
"Male","4222"
"46",""
"Female","1246"
"Male","1102"
"47",""
"Female","840"
"Male","815"
"48",""
"Female","1902"
"Male","1789"
"49",""
"Female","754"
"Male","702"
"5",""
"Female","5370"
"Male","5924"
"50",""
"Female","4025"
"Male","3555"
"51",""
"Female","589"
"Male","795"
"52",""
"Female","1167"
"Male","1402"
"53",""
"Female","761"
"Male","736"
"54",""
"Female","732"
"Male","717"
"55",""
"Female","2590"
"Male","2614"
"56",""
"Female","880"
"Male","872"
"57",""
"Female","608"
"Male","613"
"58",""
"Female","1197"
"Male","1124"
"59",""
"Female","679"
"Male","578"
"6",""
"Female","5261"
"Male","5684"
"60",""
"Female","3815"
"Male","3108"
"61",""
"Female","630"
"Male","683"
"62",""
"Female","990"
"Male","856"
"63",""
"Female","600"
"Male","562"
"64",""
"Female","540"
"Male","540"
"65",""
"Female","2247"
"Male","1848"
"66",""
"Female","499"
"Male","609"
"67",""
"Female","375"
"Male","434"
"68",""
"Female","674"
"Male","866"
"69",""
"Female","233"
"Male","294"
"7",""
"Female","5251"
"Male","5464"
"70",""
"Female","1833"
"Male","1585"
"71",""
"Female","249"
"Male","304"
"72",""
"Female","495"
"Male","571"
"73",""
"Female","207"
"Male","319"
"74",""
"Female","153"
"Male","229"
"75",""
"Female","901"
"Male","715"
"76",""
"Female","187"
"Male","215"
"77",""
"Female","131"
"Male","147"
"78",""
"Female","217"
"Male","323"
"79",""
"Female","84"
"Male","104"
"8",""
"Female","6186"
"Male","6981"
"80",""
"Female","662"
"Male","539"
"81",""
"Female","71"
"Male","115"
"82",""
"Female","139"
"Male","131"
"83",""
"Female","57"
"Male","80"
"84",""
"Female","113"
"Male","139"
"85",""
"Female","687"
"Male","555"
"9",""
"Female","4795"
"Male","5081"
