"Children, Adolescent, Youth, Elderly and Working Population","Number"
"Adolescent (10-19)",""
"Female","58843"
"Male","58843"
"Children (0-4)",""
"Female","22711"
"Male","22711"
"Elderely (60+)",""
"Female","15871"
"Male","15871"
"Working population (15-59)",""
"Female","115144"
"Male","115144"
"Youth (15-24)",""
"Female","43139"
"Male","43139"
