"Population by Five Years Age Group","Number"
"0-4",""
"Female","21254"
"Male","22711"
"10-14",""
"Female","31770"
"Male","33182"
"15-19",""
"Female","28528"
"Male","25661"
"20-24",""
"Female","24352"
"Male","17478"
"25-29",""
"Female","20264"
"Male","15348"
"30-34",""
"Female","16477"
"Male","12676"
"35-39",""
"Female","14679"
"Male","11985"
"40-44",""
"Female","11808"
"Male","10360"
"45-49",""
"Female","9194"
"Male","8630"
"50-54",""
"Female","7274"
"Male","7205"
"55-59",""
"Female","5954"
"Male","5801"
"5-9",""
"Female","26863"
"Male","29134"
"60-64",""
"Female","6575"
"Male","5749"
"65-69",""
"Female","4028"
"Male","4051"
"70-74",""
"Female","2937"
"Male","3008"
"75+",""
"Female","3249"
"Male","3063"
