"Population by Five Years Age Group","Number"
"0-4",""
"Female","1020"
"Male","1018"
"10-14",""
"Female","1370"
"Male","1375"
"15-19",""
"Female","1282"
"Male","1192"
"20-24",""
"Female","1144"
"Male","566"
"25-29",""
"Female","863"
"Male","383"
"30-34",""
"Female","729"
"Male","333"
"35-39",""
"Female","718"
"Male","400"
"40-44",""
"Female","714"
"Male","399"
"45-49",""
"Female","640"
"Male","395"
"50-54",""
"Female","556"
"Male","398"
"55-59",""
"Female","495"
"Male","440"
"5-9",""
"Female","1060"
"Male","1088"
"60-64",""
"Female","488"
"Male","405"
"65-69",""
"Female","356"
"Male","329"
"70-74",""
"Female","261"
"Male","242"
"75+",""
"Female","306"
"Male","347"
