"Population by Caste/Ethinicity","Number"
"Brahman - Hill",""
"Female","2919"
"Male","2249"
"Chhantyal/Chhantel",""
"Female","28"
"Male","24"
"Chhetri",""
"Female","2867"
"Male","2137"
"Damai/Dholi",""
"Female","738"
"Male","581"
"Gharti/Bhujel",""
"Female","25"
"Male","18"
"Gurung",""
"Female","512"
"Male","415"
"Kami",""
"Female","1563"
"Male","1193"
"Limbu",""
"Female","12"
"Male","10"
"Magar",""
"Female","1687"
"Male","1331"
"Musalman",""
"Female","6"
"Male","8"
"Newar",""
"Female","58"
"Male","51"
"Others",""
"Female","33"
"Male","21"
"Rai",""
"Female","29"
"Male","28"
"Sanyasi/Dasnami",""
"Female","101"
"Male","79"
"Sarki",""
"Female","727"
"Male","603"
"Tamang",""
"Female","42"
"Male","39"
"Thakuri",""
"Female","655"
"Male","495"
