"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","9"
"Cow Dung","2"
"Electricity","16"
"Kerosene","6"
"LP Gas","412"
"Not stated","24"
"Others","1"
"Wood/Firewood","5009"
"Total","5479"
