"Population by Mother tongue","Number"
"Bantawa",""
"Female","114"
"Male","107"
"","221"
"Gurung",""
"Female","68"
"Male","74"
"","142"
"Limbu",""
"Female","2815"
"Male","2465"
"","5280"
"Maithili",""
"Female","3"
"Male","9"
"","12"
"Nepali",""
"Female","5138"
"Male","4624"
"","9762"
"Newar",""
"Female","10"
"Male","12"
"","22"
"Not Reported",""
"Female","10"
"Male","16"
"","26"
"Others",""
"Female","11"
"Male","11"
"","22"
"Rai",""
"Female","63"
"Male","61"
"","124"
"Sherpa",""
"Female","22"
"Male","19"
"","41"
"Sunuwar",""
"Female","13"
"Male","7"
"","20"
"Waling/Walung",""
"Female","57"
"Male","77"
"","134"
