"Population by Caste Ethinicity","Number"
"Bhote",""
"Female","61"
"Male","57"
"","118"
"Brahman - Hill",""
"Female","726"
"Male","683"
"","1409"
"Chhetri",""
"Female","2136"
"Male","1917"
"","4053"
"Damai/Dholi",""
"Female","151"
"Male","121"
"","272"
"Gharti/Bhujel",""
"Female","82"
"Male","79"
"","161"
"Gurung",""
"Female","258"
"Male","228"
"","486"
"Kami",""
"Female","450"
"Male","388"
"","838"
"Limbu",""
"Female","3718"
"Male","3299"
"","7017"
"Musahar",""
"Female","7"
"Male","6"
"","13"
"Newar",""
"Female","21"
"Male","24"
"","45"
"Others",""
"Female","21"
"Male","17"
"","38"
"Rai",""
"Female","318"
"Male","304"
"","622"
"Sanyasi/Dasnami",""
"Female","25"
"Male","27"
"","52"
"Sarki",""
"Female","233"
"Male","189"
"","422"
"Sherpa",""
"Female","12"
"Male","12"
"","24"
"Sunuwar",""
"Female","19"
"Male","13"
"","32"
"Tamang",""
"Female","13"
"Male","11"
"","24"
"Walung",""
"Female","67"
"Male","98"
"","165"
"Yakkha",""
"Female","6"
"Male","9"
"","15"
