"Population by Mother tongue","Number"
"Chamling",""
"Female","507"
"Male","450"
"Magar",""
"Female","4386"
"Male","3849"
"Maithili",""
"Female","22"
"Male","33"
"Nepali",""
"Female","7720"
"Male","7024"
"Newar",""
"Female","120"
"Male","108"
"Not Reported",""
"Female","57"
"Male","63"
"Others",""
"Female","29"
"Male","26"
"Rai",""
"Female","617"
"Male","556"
"Sherpa",""
"Female","30"
"Male","17"
"Sunuwar",""
"Female","26"
"Male","28"
"Tamang",""
"Female","2691"
"Male","2327"
"Wambule",""
"Female","25"
"Male","20"
