"Population by Caste Ethinicity","Number"
"Badi",""
"Female","13"
"Male","15"
"","28"
"Brahman - Hill",""
"Female","63"
"Male","112"
"","175"
"Chhetri",""
"Female","956"
"Male","762"
"","1718"
"Damai/Dholi",""
"Female","324"
"Male","272"
"","596"
"Gaine",""
"Female","4"
"Male","8"
"","12"
"Gurung",""
"Female","51"
"Male","57"
"","108"
"Kami",""
"Female","601"
"Male","492"
"","1093"
"Magar",""
"Female","5026"
"Male","4196"
"","9222"
"Newar",""
"Female","13"
"Male","15"
"","28"
"Others",""
"Female","22"
"Male","29"
"","51"
"Rai",""
"Female","12"
"Male","13"
"","25"
"Sanyasi/Dasnami",""
"Female","13"
"Male","13"
"","26"
"Sarki",""
"Female","16"
"Male","16"
"","32"
"Sherpa",""
"Female","5"
"Male","8"
"","13"
"Tamang",""
"Female","27"
"Male","33"
"","60"
"Thakali",""
"Female","71"
"Male","57"
"","128"
