"Population by Five Years Age Group","Number"
"0-4",""
"Female","2435"
"Male","2555"
"10-14",""
"Female","3700"
"Male","3689"
"15-19",""
"Female","3232"
"Male","3331"
"20-24",""
"Female","2962"
"Male","3212"
"25-29",""
"Female","2774"
"Male","3147"
"30-34",""
"Female","2225"
"Male","1987"
"35-39",""
"Female","1971"
"Male","1897"
"40-44",""
"Female","1478"
"Male","1586"
"45-49",""
"Female","1246"
"Male","1347"
"50-54",""
"Female","1029"
"Male","1130"
"55-59",""
"Female","866"
"Male","937"
"5-9",""
"Female","3171"
"Male","3432"
"60-64",""
"Female","799"
"Male","846"
"65-69",""
"Female","549"
"Male","672"
"70-74",""
"Female","431"
"Male","417"
"75+",""
"Female","410"
"Male","365"
