"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","5"
"Cow Dung","13"
"Electricity Fuel","1"
"KeroseneFuel","30"
"LP Gas","105"
"Not Sated about Fuel","40"
"OthersFuel","3"
"Wood/FireWood","9004"
"Total","9201"
