"Population by Mother tongue","Number"
"Bahing",""
"Female","20"
"Male","20"
"","40"
"Bangla",""
"Female","165"
"Male","174"
"","339"
"Bantawa",""
"Female","270"
"Male","240"
"","510"
"Bhojpuri",""
"Female","193"
"Male","185"
"","378"
"Bhujel",""
"Female","1887"
"Male","1719"
"","3606"
"Chamling",""
"Female","98"
"Male","80"
"","178"
"Danuwar",""
"Female","306"
"Male","269"
"","575"
"Dhimal",""
"Female","134"
"Male","99"
"","233"
"Doteli",""
"Female","8"
"Male","5"
"","13"
"Dumi",""
"Female","6"
"Male","5"
"","11"
"Dungmali",""
"Female","38"
"Male","34"
"","72"
"English",""
"Female","5"
"Male","6"
"","11"
"Gurung",""
"Female","380"
"Male","289"
"","669"
"Hindi",""
"Female","61"
"Male","52"
"","113"
"Khaling",""
"Female","24"
"Male","19"
"","43"
"Kulung",""
"Female","38"
"Male","36"
"","74"
"Limbu",""
"Female","1128"
"Male","972"
"","2100"
"Lohorung",""
"Female","36"
"Male","27"
"","63"
"Magar",""
"Female","517"
"Male","451"
"","968"
"Maithili",""
"Female","1341"
"Male","1433"
"","2774"
"Majhi",""
"Female","14"
"Male","11"
"","25"
"Mewahang",""
"Female","11"
"Male","10"
"","21"
"Nepali",""
"Female","25430"
"Male","22007"
"","47437"
"Newar",""
"Female","1328"
"Male","1143"
"","2471"
"Not Reported",""
"Female","86"
"Male","74"
"","160"
"Others",""
"Female","172"
"Male","149"
"","321"
"Rai",""
"Female","1292"
"Male","1082"
"","2374"
"Rajbanshi",""
"Female","61"
"Male","59"
"","120"
"Sampang",""
"Female","24"
"Male","19"
"","43"
"Sanskrit",""
"Female","6"
"Male","6"
"","12"
"Santhali",""
"Female","48"
"Male","59"
"","107"
"Sherpa",""
"Female","40"
"Male","39"
"","79"
"Sign Language",""
"Female","14"
"Male","14"
"","28"
"Sunuwar",""
"Female","27"
"Male","24"
"","51"
"Tamang",""
"Female","1023"
"Male","884"
"","1907"
"Thami",""
"Female","7"
"Male","5"
"","12"
"Tharu",""
"Female","4845"
"Male","4334"
"","9179"
"Thulung",""
"Female","24"
"Male","23"
"","47"
"Tilung",""
"Female","25"
"Male","19"
"","44"
"Uranw/Urau",""
"Female","1034"
"Male","911"
"","1945"
"Urdu",""
"Female","508"
"Male","581"
"","1089"
"Yakkha",""
"Female","55"
"Male","49"
"","104"
"Yamphu/Yamphe",""
"Female","95"
"Male","77"
"","172"
