"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","9"
"Cow Dung","3443"
"Electricity Fuel","0"
"KeroseneFuel","84"
"LP Gas","14"
"Not Sated about Fuel","143"
"OthersFuel","195"
"Wood/FireWood","1492"
"Total","5380"
