"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","0"
"Christianity","1"
"Hindu","22097"
"Islam","15275"
"Jainism","0"
"Kirat","35"
"Prakriti","0"
"Sikhism","0"
"Undefined","45"
"Total","37453"
