"Population by Single Year of Age","Number"
"0",""
"Female","264"
"Male","271"
"1",""
"Female","170"
"Male","199"
"10",""
"Female","579"
"Male","521"
"11",""
"Female","238"
"Male","221"
"12",""
"Female","445"
"Male","476"
"13",""
"Female","291"
"Male","262"
"14",""
"Female","310"
"Male","283"
"15",""
"Female","316"
"Male","349"
"16",""
"Female","292"
"Male","320"
"17",""
"Female","177"
"Male","203"
"18",""
"Female","272"
"Male","365"
"19",""
"Female","148"
"Male","155"
"2",""
"Female","362"
"Male","338"
"20",""
"Female","356"
"Male","289"
"21",""
"Female","140"
"Male","146"
"22",""
"Female","294"
"Male","263"
"23",""
"Female","200"
"Male","150"
"24",""
"Female","164"
"Male","156"
"25",""
"Female","501"
"Male","444"
"26",""
"Female","155"
"Male","149"
"27",""
"Female","99"
"Male","157"
"28",""
"Female","301"
"Male","209"
"29",""
"Female","79"
"Male","71"
"3",""
"Female","397"
"Male","381"
"30",""
"Female","575"
"Male","449"
"31",""
"Female","40"
"Male","52"
"32",""
"Female","257"
"Male","176"
"33",""
"Female","98"
"Male","56"
"34",""
"Female","131"
"Male","80"
"35",""
"Female","558"
"Male","571"
"36",""
"Female","99"
"Male","128"
"37",""
"Female","66"
"Male","90"
"38",""
"Female","210"
"Male","131"
"39",""
"Female","65"
"Male","72"
"4",""
"Female","352"
"Male","378"
"40",""
"Female","433"
"Male","480"
"41",""
"Female","66"
"Male","64"
"42",""
"Female","149"
"Male","120"
"43",""
"Female","60"
"Male","44"
"44",""
"Female","54"
"Male","56"
"45",""
"Female","390"
"Male","416"
"46",""
"Female","49"
"Male","54"
"47",""
"Female","35"
"Male","57"
"48",""
"Female","118"
"Male","85"
"49",""
"Female","31"
"Male","35"
"5",""
"Female","481"
"Male","550"
"50",""
"Female","289"
"Male","342"
"51",""
"Female","29"
"Male","48"
"52",""
"Female","60"
"Male","76"
"53",""
"Female","49"
"Male","28"
"54",""
"Female","40"
"Male","30"
"55",""
"Female","248"
"Male","290"
"56",""
"Female","38"
"Male","43"
"57",""
"Female","21"
"Male","44"
"58",""
"Female","87"
"Male","62"
"59",""
"Female","36"
"Male","44"
"6",""
"Female","381"
"Male","370"
"60",""
"Female","257"
"Male","275"
"61",""
"Female","26"
"Male","28"
"62",""
"Female","79"
"Male","72"
"63",""
"Female","34"
"Male","24"
"64",""
"Female","37"
"Male","23"
"65",""
"Female","198"
"Male","196"
"66",""
"Female","23"
"Male","29"
"67",""
"Female","7"
"Male","18"
"68",""
"Female","27"
"Male","52"
"69",""
"Female","9"
"Male","13"
"7",""
"Female","431"
"Male","409"
"70",""
"Female","115"
"Male","128"
"71",""
"Female","6"
"Male","10"
"72",""
"Female","16"
"Male","24"
"73",""
"Female","7"
"Male","6"
"74",""
"Female","4"
"Male","8"
"75",""
"Female","76"
"Male","74"
"76",""
"Female","3"
"Male","5"
"77",""
"Female","5"
"Male","4"
"78",""
"Female","5"
"Male","5"
"79",""
"Female","2"
"Male","9"
"8",""
"Female","471"
"Male","549"
"80",""
"Female","37"
"Male","32"
"81",""
"Female","1"
"Male","0"
"82",""
"Female","0"
"Male","1"
"83",""
"Female","0"
"Male","2"
"84",""
"Female","2"
"Male","0"
"85",""
"Female","34"
"Male","34"
"9",""
"Female","270"
"Male","286"
