"Population by Five Years Age Group","Number"
"0-4",""
"Female","1545"
"Male","1567"
"10-14",""
"Female","1863"
"Male","1763"
"15-19",""
"Female","1205"
"Male","1392"
"20-24",""
"Female","1154"
"Male","1004"
"25-29",""
"Female","1135"
"Male","1030"
"30-34",""
"Female","1101"
"Male","813"
"35-39",""
"Female","998"
"Male","992"
"40-44",""
"Female","762"
"Male","764"
"45-49",""
"Female","623"
"Male","647"
"50-54",""
"Female","467"
"Male","524"
"55-59",""
"Female","430"
"Male","483"
"5-9",""
"Female","2034"
"Male","2164"
"60-64",""
"Female","433"
"Male","422"
"65-69",""
"Female","264"
"Male","308"
"70-74",""
"Female","148"
"Male","176"
"75+",""
"Female","165"
"Male","166"
