"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","9"
"Cow Dung","4"
"Electricity","0"
"Kerosene","6"
"LP Gas","2"
"Not stated","8"
"Others","1"
"Wood/Firewood","3250"
"Total","3280"
