"Number of households by type of outer wall","Number"
"BambooWall","918"
"Cement Bonded Bricks/Stone Wall","7965"
"Mud Bonded Bricks/Stone Wall","6019"
"Not stated","263"
"Others","720"
"Unbaked Bricks","17"
"Wood/Planks","168"
"Total","16070"
