"Population by Single Year of Age","Number"
"0",""
"Female","431"
"Male","460"
"1",""
"Female","331"
"Male","432"
"10",""
"Female","788"
"Male","873"
"11",""
"Female","732"
"Male","780"
"12",""
"Female","941"
"Male","984"
"13",""
"Female","913"
"Male","884"
"14",""
"Female","908"
"Male","955"
"15",""
"Female","796"
"Male","941"
"16",""
"Female","900"
"Male","887"
"17",""
"Female","868"
"Male","825"
"18",""
"Female","935"
"Male","945"
"19",""
"Female","715"
"Male","655"
"2",""
"Female","433"
"Male","534"
"20",""
"Female","945"
"Male","713"
"21",""
"Female","716"
"Male","573"
"22",""
"Female","944"
"Male","642"
"23",""
"Female","690"
"Male","499"
"24",""
"Female","762"
"Male","496"
"25",""
"Female","847"
"Male","566"
"26",""
"Female","683"
"Male","423"
"27",""
"Female","654"
"Male","443"
"28",""
"Female","787"
"Male","562"
"29",""
"Female","459"
"Male","306"
"3",""
"Female","407"
"Male","435"
"30",""
"Female","993"
"Male","679"
"31",""
"Female","380"
"Male","315"
"32",""
"Female","655"
"Male","508"
"33",""
"Female","441"
"Male","359"
"34",""
"Female","478"
"Male","346"
"35",""
"Female","1019"
"Male","724"
"36",""
"Female","491"
"Male","338"
"37",""
"Female","404"
"Male","360"
"38",""
"Female","532"
"Male","432"
"39",""
"Female","319"
"Male","256"
"4",""
"Female","467"
"Male","543"
"40",""
"Female","1043"
"Male","814"
"41",""
"Female","294"
"Male","279"
"42",""
"Female","441"
"Male","450"
"43",""
"Female","324"
"Male","290"
"44",""
"Female","298"
"Male","283"
"45",""
"Female","676"
"Male","664"
"46",""
"Female","262"
"Male","310"
"47",""
"Female","244"
"Male","241"
"48",""
"Female","363"
"Male","336"
"49",""
"Female","211"
"Male","220"
"5",""
"Female","525"
"Male","572"
"50",""
"Female","601"
"Male","612"
"51",""
"Female","225"
"Male","219"
"52",""
"Female","254"
"Male","303"
"53",""
"Female","185"
"Male","174"
"54",""
"Female","168"
"Male","209"
"55",""
"Female","385"
"Male","404"
"56",""
"Female","205"
"Male","198"
"57",""
"Female","153"
"Male","182"
"58",""
"Female","213"
"Male","211"
"59",""
"Female","127"
"Male","118"
"6",""
"Female","548"
"Male","595"
"60",""
"Female","473"
"Male","407"
"61",""
"Female","141"
"Male","123"
"62",""
"Female","160"
"Male","161"
"63",""
"Female","133"
"Male","126"
"64",""
"Female","124"
"Male","134"
"65",""
"Female","264"
"Male","248"
"66",""
"Female","106"
"Male","133"
"67",""
"Female","135"
"Male","128"
"68",""
"Female","173"
"Male","186"
"69",""
"Female","79"
"Male","89"
"7",""
"Female","590"
"Male","644"
"70",""
"Female","279"
"Male","246"
"71",""
"Female","49"
"Male","71"
"72",""
"Female","112"
"Male","78"
"73",""
"Female","57"
"Male","86"
"74",""
"Female","49"
"Male","60"
"75",""
"Female","169"
"Male","144"
"76",""
"Female","67"
"Male","73"
"77",""
"Female","78"
"Male","70"
"78",""
"Female","96"
"Male","104"
"79",""
"Female","31"
"Male","46"
"8",""
"Female","655"
"Male","716"
"80",""
"Female","81"
"Male","78"
"81",""
"Female","30"
"Male","40"
"82",""
"Female","37"
"Male","44"
"83",""
"Female","32"
"Male","53"
"84",""
"Female","44"
"Male","34"
"85",""
"Female","202"
"Male","169"
"9",""
"Female","692"
"Male","731"
