"Population by Mother tongue","Number"
"Chamling",""
"Female","29"
"Male","33"
"","62"
"Gurung",""
"Female","103"
"Male","87"
"","190"
"Limbu",""
"Female","1138"
"Male","1081"
"","2219"
"Lohorung",""
"Female","169"
"Male","160"
"","329"
"Magar",""
"Female","372"
"Male","329"
"","701"
"Nepali",""
"Female","2371"
"Male","2131"
"","4502"
"Newar",""
"Female","69"
"Male","61"
"","130"
"Not Reported",""
"Female","11"
"Male","12"
"","23"
"Others",""
"Female","36"
"Male","47"
"","83"
"Rai",""
"Female","339"
"Male","298"
"","637"
"Tamang",""
"Female","761"
"Male","735"
"","1496"
"Thulung",""
"Female","34"
"Male","30"
"","64"
"Yamphu/Yamphe",""
"Female","31"
"Male","25"
"","56"
