"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","403"
"Male","347"
"","750"
"Chhetri",""
"Female","465"
"Male","452"
"","917"
"Damai/Dholi",""
"Female","97"
"Male","100"
"","197"
"Gurung",""
"Female","163"
"Male","145"
"","308"
"Kami",""
"Female","267"
"Male","230"
"","497"
"Kayastha",""
"Female","34"
"Male","33"
"","67"
"Limbu",""
"Female","1289"
"Male","1207"
"","2496"
"Loharung",""
"Female","125"
"Male","121"
"","246"
"Magar",""
"Female","453"
"Male","391"
"","844"
"Newar",""
"Female","91"
"Male","78"
"","169"
"Others",""
"Female","20"
"Male","17"
"","37"
"Rai",""
"Female","1115"
"Male","1012"
"","2127"
"Sanyasi/Dasnami",""
"Female","41"
"Male","34"
"","75"
"Tamang",""
"Female","875"
"Male","845"
"","1720"
"Terai Others",""
"Female","12"
"Male","9"
"","21"
"Thulung",""
"Female","13"
"Male","8"
"","21"
