"Population by Single Year of Age","Number"
"0",""
"Female","138"
"Male","149"
"1",""
"Female","140"
"Male","139"
"10",""
"Female","218"
"Male","195"
"11",""
"Female","177"
"Male","170"
"12",""
"Female","212"
"Male","211"
"13",""
"Female","179"
"Male","188"
"14",""
"Female","169"
"Male","193"
"15",""
"Female","177"
"Male","162"
"16",""
"Female","184"
"Male","158"
"17",""
"Female","184"
"Male","165"
"18",""
"Female","152"
"Male","143"
"19",""
"Female","118"
"Male","91"
"2",""
"Female","145"
"Male","137"
"20",""
"Female","146"
"Male","65"
"21",""
"Female","111"
"Male","61"
"22",""
"Female","134"
"Male","75"
"23",""
"Female","81"
"Male","51"
"24",""
"Female","98"
"Male","66"
"25",""
"Female","123"
"Male","70"
"26",""
"Female","74"
"Male","55"
"27",""
"Female","75"
"Male","62"
"28",""
"Female","97"
"Male","61"
"29",""
"Female","64"
"Male","50"
"3",""
"Female","141"
"Male","145"
"30",""
"Female","114"
"Male","76"
"31",""
"Female","55"
"Male","61"
"32",""
"Female","83"
"Male","57"
"33",""
"Female","64"
"Male","43"
"34",""
"Female","42"
"Male","41"
"35",""
"Female","135"
"Male","85"
"36",""
"Female","85"
"Male","41"
"37",""
"Female","64"
"Male","63"
"38",""
"Female","56"
"Male","61"
"39",""
"Female","51"
"Male","45"
"4",""
"Female","179"
"Male","153"
"40",""
"Female","109"
"Male","99"
"41",""
"Female","61"
"Male","44"
"42",""
"Female","59"
"Male","62"
"43",""
"Female","67"
"Male","50"
"44",""
"Female","36"
"Male","29"
"45",""
"Female","123"
"Male","73"
"46",""
"Female","43"
"Male","47"
"47",""
"Female","42"
"Male","78"
"48",""
"Female","50"
"Male","64"
"49",""
"Female","52"
"Male","48"
"5",""
"Female","151"
"Male","171"
"50",""
"Female","77"
"Male","84"
"51",""
"Female","39"
"Male","45"
"52",""
"Female","65"
"Male","61"
"53",""
"Female","49"
"Male","45"
"54",""
"Female","59"
"Male","37"
"55",""
"Female","49"
"Male","47"
"56",""
"Female","37"
"Male","42"
"57",""
"Female","35"
"Male","38"
"58",""
"Female","32"
"Male","43"
"59",""
"Female","31"
"Male","36"
"6",""
"Female","180"
"Male","163"
"60",""
"Female","70"
"Male","64"
"61",""
"Female","27"
"Male","36"
"62",""
"Female","41"
"Male","37"
"63",""
"Female","24"
"Male","29"
"64",""
"Female","13"
"Male","33"
"65",""
"Female","39"
"Male","36"
"66",""
"Female","27"
"Male","20"
"67",""
"Female","31"
"Male","29"
"68",""
"Female","37"
"Male","36"
"69",""
"Female","11"
"Male","20"
"7",""
"Female","176"
"Male","211"
"70",""
"Female","44"
"Male","43"
"71",""
"Female","19"
"Male","24"
"72",""
"Female","30"
"Male","32"
"73",""
"Female","12"
"Male","30"
"74",""
"Female","20"
"Male","21"
"75",""
"Female","27"
"Male","32"
"76",""
"Female","14"
"Male","20"
"77",""
"Female","20"
"Male","18"
"78",""
"Female","23"
"Male","16"
"79",""
"Female","7"
"Male","13"
"8",""
"Female","184"
"Male","192"
"80",""
"Female","13"
"Male","14"
"81",""
"Female","9"
"Male","13"
"82",""
"Female","11"
"Male","7"
"83",""
"Female","7"
"Male","11"
"84",""
"Female","3"
"Male","5"
"85",""
"Female","16"
"Male","26"
"9",""
"Female","180"
"Male","203"
