"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","1"
"Cow Dung","17"
"Electricity","0"
"Kerosene","22"
"LP Gas","4"
"Not stated","6"
"Others","1"
"Wood/Firewood","2677"
"Total","2728"
