"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","7"
"Male","12"
"Danuwar",""
"Female","11"
"Male","3"
"Magahi",""
"Female","4"
"Male","9"
"Maithili",""
"Female","19079"
"Male","18082"
"Nepali",""
"Female","112"
"Male","109"
"Newar",""
"Female","13"
"Male","12"
"Not Reported",""
"Female","313"
"Male","264"
"Others",""
"Female","26"
"Male","10"
"Rai",""
"Female","192"
"Male","192"
"Sunuwar",""
"Female","51"
"Male","46"
"Tharu",""
"Female","1149"
"Male","958"
"Urdu",""
"Female","1110"
"Male","990"
