"Number of households by type of outer wall","Number"
"BambooWall","5568"
"Cement Bonded Bricks/Stone Wall","1465"
"Mud Bonded Bricks/Stone Wall","549"
"Not stated","130"
"Others","335"
"Unbaked Bricks","20"
"Wood/Planks","82"
"Total","8149"
