"Population by Mother tongue","Number"
"Bhujel",""
"Female","30"
"Male","30"
"","60"
"Khaling",""
"Female","3672"
"Male","3536"
"","7208"
"Magar",""
"Female","467"
"Male","468"
"","935"
"Maithili",""
"Female","4"
"Male","21"
"","25"
"Nachhiring",""
"Female","15"
"Male","4"
"","19"
"Nepali",""
"Female","1422"
"Male","1272"
"","2694"
"Newar",""
"Female","7"
"Male","4"
"","11"
"Others",""
"Female","24"
"Male","25"
"","49"
"Rai",""
"Female","30"
"Male","40"
"","70"
"Sherpa",""
"Female","791"
"Male","768"
"","1559"
"Tamang",""
"Female","363"
"Male","330"
"","693"
"Tharu",""
"Female","7"
"Male","7"
"","14"
"Thulung",""
"Female","53"
"Male","24"
"","77"
