"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","2"
"Cow Dung","0"
"Electricity Fuel","0"
"KeroseneFuel","5"
"LP Gas","1"
"Not Sated about Fuel","4"
"OthersFuel","0"
"Wood/FireWood","2791"
"Total","2803"
