"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","85"
"Male","84"
"","169"
"Chhetri",""
"Female","446"
"Male","395"
"","841"
"Damai/Dholi",""
"Female","79"
"Male","77"
"","156"
"Gharti/Bhujel",""
"Female","82"
"Male","84"
"","166"
"Kami",""
"Female","682"
"Male","600"
"","1282"
"Khaling",""
"Female","47"
"Male","37"
"","84"
"Magar",""
"Female","498"
"Male","491"
"","989"
"Newar",""
"Female","36"
"Male","26"
"","62"
"Others",""
"Female","28"
"Male","33"
"","61"
"Rai",""
"Female","3741"
"Male","3592"
"","7333"
"Sherpa",""
"Female","777"
"Male","759"
"","1536"
"Tamang",""
"Female","377"
"Male","341"
"","718"
"Tharu",""
"Female","7"
"Male","10"
"","17"
