"Population by Single Year of Age","Number"
"0",""
"Female","2"
"Male","4"
"1",""
"Female","1"
"Male","2"
"10",""
"Female","5"
"Male","4"
"11",""
"Female","8"
"Male","2"
"12",""
"Female","4"
"Male","2"
"13",""
"Female","6"
"Male","5"
"14",""
"Female","3"
"Male","6"
"15",""
"Female","6"
"Male","3"
"16",""
"Female","5"
"Male","3"
"17",""
"Female","2"
"Male","2"
"18",""
"Female","2"
"Male","4"
"19",""
"Female","7"
"Male","7"
"2",""
"Female","3"
"Male","3"
"20",""
"Female","4"
"Male","5"
"21",""
"Female","3"
"Male","7"
"22",""
"Female","6"
"Male","6"
"23",""
"Female","10"
"Male","6"
"24",""
"Female","4"
"Male","5"
"25",""
"Female","6"
"Male","6"
"26",""
"Female","7"
"Male","9"
"27",""
"Female","2"
"Male","8"
"28",""
"Female","3"
"Male","8"
"3",""
"Female","1"
"Male","4"
"30",""
"Female","7"
"Male","11"
"31",""
"Female","3"
"Male","5"
"32",""
"Female","5"
"Male","5"
"33",""
"Female","2"
"Male","5"
"34",""
"Female","3"
"Male","4"
"35",""
"Female","8"
"Male","6"
"36",""
"Female","7"
"Male","2"
"37",""
"Female","2"
"Male","6"
"38",""
"Female","6"
"Male","3"
"39",""
"Female","2"
"Male","3"
"4",""
"Female","2"
"Male","4"
"40",""
"Female","5"
"Male","5"
"41",""
"Female","8"
"Male","4"
"42",""
"Female","3"
"Male","3"
"43",""
"Female","2"
"Male","3"
"44",""
"Female","3"
"Male","3"
"45",""
"Female","4"
"Male","5"
"46",""
"Female","2"
"Male","3"
"47",""
"Female","1"
"Male","2"
"48",""
"Female","4"
"Male","2"
"49",""
"Female","1"
"Male","3"
"5",""
"Female","5"
"Male","4"
"50",""
"Female","7"
"Male","8"
"51",""
"Female","1"
"Male","1"
"52",""
"Female","7"
"Male","3"
"53",""
"Female","2"
"Male","3"
"54",""
"Female","2"
"Male","1"
"55",""
"Female","3"
"Male","4"
"56",""
"Female","3"
"Male","3"
"57",""
"Female","3"
"Male","0"
"58",""
"Female","3"
"Male","1"
"59",""
"Female","1"
"Male","2"
"6",""
"Female","6"
"Male","4"
"61",""
"Female","7"
"Male","3"
"62",""
"Female","6"
"Male","1"
"63",""
"Female","3"
"Male","0"
"64",""
"Female","1"
"Male","2"
"65",""
"Female","1"
"Male","4"
"66",""
"Female","1"
"Male","3"
"67",""
"Female","0"
"Male","3"
"68",""
"Female","0"
"Male","2"
"69",""
"Female","1"
"Male","0"
"7",""
"Female","7"
"Male","7"
"70",""
"Female","2"
"Male","1"
"71",""
"Female","1"
"Male","0"
"72",""
"Female","3"
"Male","0"
"73",""
"Female","3"
"Male","1"
"74",""
"Female","1"
"Male","0"
"75",""
"Female","2"
"Male","0"
"78",""
"Female","2"
"Male","2"
"79",""
"Female","1"
"Male","1"
"8",""
"Female","3"
"Male","2"
"80",""
"Female","1"
"Male","2"
"85",""
"Female","3"
"Male","0"
"9",""
"Female","8"
"Male","8"
