"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","280"
"Male","331"
"","611"
"Chamling",""
"Female","4"
"Male","7"
"","11"
"Chepang",""
"Female","59"
"Male","43"
"","102"
"Danuwar",""
"Female","33"
"Male","34"
"","67"
"Gurung",""
"Female","20"
"Male","27"
"","47"
"Hindi",""
"Female","7"
"Male","11"
"","18"
"Magar",""
"Female","420"
"Male","411"
"","831"
"Maithili",""
"Female","1539"
"Male","1541"
"","3080"
"Majhi",""
"Female","63"
"Male","62"
"","125"
"Nepali",""
"Female","8796"
"Male","7987"
"","16783"
"Newar",""
"Female","430"
"Male","436"
"","866"
"Not Reported",""
"Female","32"
"Male","20"
"","52"
"Others",""
"Female","12"
"Male","18"
"","30"
"Rai",""
"Female","137"
"Male","118"
"","255"
"Tamang",""
"Female","6372"
"Male","5856"
"","12228"
"Tharu",""
"Female","27"
"Male","36"
"","63"
"Urdu",""
"Female","78"
"Male","88"
"","166"
