"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","12519"
"Christianity","432"
"Hindu","22128"
"Islam","232"
"Jainism","0"
"Kirat","35"
"Prakriti","23"
"Sikhism","0"
"Undefined","34"
"Total","35403"
