"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","635"
"Cow Dung","10"
"Electricity Fuel","3"
"KeroseneFuel","26"
"LP Gas","319"
"Not Sated about Fuel","42"
"OthersFuel","2"
"Wood/FireWood","6125"
"Total","7162"
