"Population by Five Years Age Group","Number"
"0-4",""
"Female","681"
"Male","691"
"10-14",""
"Female","1147"
"Male","1115"
"15-19",""
"Female","1090"
"Male","899"
"20-24",""
"Female","830"
"Male","407"
"25-29",""
"Female","708"
"Male","268"
"30-34",""
"Female","529"
"Male","224"
"35-39",""
"Female","599"
"Male","239"
"40-44",""
"Female","498"
"Male","280"
"45-49",""
"Female","502"
"Male","290"
"50-54",""
"Female","440"
"Male","373"
"55-59",""
"Female","440"
"Male","324"
"5-9",""
"Female","850"
"Male","877"
"60-64",""
"Female","362"
"Male","320"
"65-69",""
"Female","326"
"Male","270"
"70-74",""
"Female","219"
"Male","213"
"75+",""
"Female","296"
"Male","288"
