"Population by Caste/Ethinicity","Number"
"Brahman - Hill",""
"Female","4848"
"Male","3629"
"Chhetri",""
"Female","1240"
"Male","875"
"Damai/Dholi",""
"Female","707"
"Male","485"
"Gharti/Bhujel",""
"Female","356"
"Male","261"
"Gurung",""
"Female","373"
"Male","291"
"Kami",""
"Female","1362"
"Male","1056"
"Magar",""
"Female","20"
"Male","13"
"Musalman",""
"Female","16"
"Male","15"
"Newar",""
"Female","18"
"Male","18"
"Others",""
"Female","22"
"Male","13"
"Rai",""
"Female","11"
"Male","8"
"Sarki",""
"Female","514"
"Male","382"
"Terai Others",""
"Female","12"
"Male","11"
"Thakuri",""
"Female","18"
"Male","15"
