"Population by Mother tongue","Number"
"Bahing",""
"Female","8"
"Male","6"
"","14"
"Chamling",""
"Female","1307"
"Male","1147"
"","2454"
"Magar",""
"Female","1613"
"Male","1389"
"","3002"
"Maithili",""
"Female","7"
"Male","19"
"","26"
"Nepali",""
"Female","2944"
"Male","2869"
"","5813"
"Newar",""
"Female","329"
"Male","272"
"","601"
"Others",""
"Female","19"
"Male","12"
"","31"
"Rai",""
"Female","80"
"Male","66"
"","146"
"Sunuwar",""
"Female","223"
"Male","192"
"","415"
"Tamang",""
"Female","983"
"Male","853"
"","1836"
"Tilung",""
"Female","21"
"Male","16"
"","37"
"Wambule",""
"Female","99"
"Male","88"
"","187"
