"Population by Caste Ethinicity","Number"
"Badi",""
"Female","62"
"Male","74"
"","136"
"Brahman - Hill",""
"Female","474"
"Male","409"
"","883"
"Chamar/ Harijan/ Ram",""
"Female","18"
"Male","9"
"","27"
"Chhantyal/Chhantel",""
"Female","58"
"Male","48"
"","106"
"Chhetri",""
"Female","5325"
"Male","4875"
"","10200"
"Dalit Others",""
"Female","37"
"Male","35"
"","72"
"Damai/Dholi",""
"Female","908"
"Male","776"
"","1684"
"Ghale",""
"Female","7"
"Male","5"
"","12"
"Gurung",""
"Female","379"
"Male","313"
"","692"
"Kami",""
"Female","4879"
"Male","4270"
"","9149"
"Kurmi",""
"Female","28"
"Male","28"
"","56"
"Magar",""
"Female","14308"
"Male","12552"
"","26860"
"Newar",""
"Female","220"
"Male","179"
"","399"
"Others",""
"Female","64"
"Male","41"
"","105"
"Sanyasi/Dasnami",""
"Female","16"
"Male","19"
"","35"
"Sarki",""
"Female","142"
"Male","129"
"","271"
"Sunuwar",""
"Female","3"
"Male","8"
"","11"
"Terai Others",""
"Female","9"
"Male","11"
"","20"
"Thakali",""
"Female","60"
"Male","45"
"","105"
"Thakuri",""
"Female","1176"
"Male","1019"
"","2195"
