"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","6"
"Male","5"
"","11"
"Doteli",""
"Female","31"
"Male","27"
"","58"
"Ghale",""
"Female","7"
"Male","5"
"","12"
"Gurung",""
"Female","208"
"Male","183"
"","391"
"Kham",""
"Female","2955"
"Male","2712"
"","5667"
"Magar",""
"Female","5464"
"Male","4651"
"","10115"
"Nepali",""
"Female","19439"
"Male","17197"
"","36636"
"Not Reported",""
"Female","6"
"Male","10"
"","16"
"Others",""
"Female","40"
"Male","44"
"","84"
"Sign Language",""
"Female","7"
"Male","7"
"","14"
"Thakali",""
"Female","10"
"Male","4"
"","14"
