"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","7"
"Male","44"
"Bhujel",""
"Female","10"
"Male","6"
"Gurung",""
"Female","49"
"Male","31"
"Kumal",""
"Female","117"
"Male","96"
"Magar",""
"Female","731"
"Male","551"
"Maithili",""
"Female","6"
"Male","11"
"Nepali",""
"Female","17814"
"Male","13428"
"Newar",""
"Female","34"
"Male","35"
"Not Reported",""
"Female","29"
"Male","24"
"Others",""
"Female","15"
"Male","23"
"Tamang",""
"Female","5"
"Male","15"
"Urdu",""
"Female","7"
"Male","9"
