"Population by Five Years Age Group","Number"
"0-4",""
"Female","1502"
"Male","1594"
"10-14",""
"Female","2209"
"Male","2224"
"15-19",""
"Female","2160"
"Male","1698"
"20-24",""
"Female","1803"
"Male","839"
"25-29",""
"Female","1546"
"Male","694"
"30-34",""
"Female","1201"
"Male","536"
"35-39",""
"Female","1083"
"Male","504"
"40-44",""
"Female","979"
"Male","581"
"45-49",""
"Female","926"
"Male","569"
"50-54",""
"Female","889"
"Male","683"
"55-59",""
"Female","710"
"Male","609"
"5-9",""
"Female","1897"
"Male","2019"
"60-64",""
"Female","690"
"Male","594"
"65-69",""
"Female","490"
"Male","481"
"70-74",""
"Female","339"
"Male","376"
"75+",""
"Female","453"
"Male","452"
