"Population by Caste/Ethinicity","Number"
"Brahman - Hill",""
"Female","2534"
"Male","2032"
"Chhantyal/Chhantel",""
"Female","13"
"Male","20"
"Chhetri",""
"Female","6671"
"Male","4828"
"Damai/Dholi",""
"Female","1314"
"Male","958"
"Gaine",""
"Female","47"
"Male","51"
"Ghale",""
"Female","9"
"Male","3"
"Gharti/Bhujel",""
"Female","41"
"Male","25"
"Gurung",""
"Female","109"
"Male","86"
"Kami",""
"Female","2346"
"Male","1813"
"Kanu",""
"Female","0"
"Male","18"
"Kumal",""
"Female","146"
"Male","119"
"Limbu",""
"Female","8"
"Male","18"
"Magar",""
"Female","4084"
"Male","3108"
"Majhi",""
"Female","3"
"Male","8"
"Musalman",""
"Female","54"
"Male","46"
"Newar",""
"Female","84"
"Male","86"
"Others",""
"Female","30"
"Male","35"
"Sarki",""
"Female","979"
"Male","719"
"Tamang",""
"Female","16"
"Male","25"
"Thakali",""
"Female","56"
"Male","42"
"Thakuri",""
"Female","267"
"Male","220"
"Tharu",""
"Female","6"
"Male","8"
"Undefined Others",""
"Female","7"
"Male","5"
