"Population by Caste Ethinicity","Number"
"Badi",""
"Female","54"
"Male","38"
"","92"
"Brahman - Hill",""
"Female","2422"
"Male","2035"
"","4457"
"Chhetri",""
"Female","1113"
"Male","897"
"","2010"
"Damai/Dholi",""
"Female","691"
"Male","599"
"","1290"
"Gharti/Bhujel",""
"Female","136"
"Male","114"
"","250"
"Gurung",""
"Female","3289"
"Male","2673"
"","5962"
"Hyolmo",""
"Female","9"
"Male","5"
"","14"
"Kami",""
"Female","1126"
"Male","958"
"","2084"
"Magar",""
"Female","164"
"Male","163"
"","327"
"Musalman",""
"Female","18"
"Male","7"
"","25"
"Newar",""
"Female","24"
"Male","15"
"","39"
"Others",""
"Female","20"
"Male","15"
"","35"
"Sanyasi/Dasnami",""
"Female","54"
"Male","46"
"","100"
"Sarki",""
"Female","514"
"Male","418"
"","932"
"Tamang",""
"Female","158"
"Male","157"
"","315"
"Terai Others",""
"Female","6"
"Male","6"
"","12"
"Thakuri",""
"Female","114"
"Male","95"
"","209"
