"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","57"
"Cow Dung","3"
"Electricity Fuel","0"
"KeroseneFuel","11"
"LP Gas","37"
"Not Sated about Fuel","12"
"OthersFuel","0"
"Wood/FireWood","4388"
"Total","4508"
