"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","1349"
"Male","1015"
"","2364"
"Chhetri",""
"Female","637"
"Male","493"
"","1130"
"Damai/Dholi",""
"Female","258"
"Male","218"
"","476"
"Gharti/Bhujel",""
"Female","445"
"Male","332"
"","777"
"Gurung",""
"Female","412"
"Male","322"
"","734"
"Kami",""
"Female","841"
"Male","646"
"","1487"
"Magar",""
"Female","4213"
"Male","3165"
"","7378"
"Musalman",""
"Female","28"
"Male","29"
"","57"
"Newar",""
"Female","1155"
"Male","815"
"","1970"
"Others",""
"Female","25"
"Male","24"
"","49"
"Sanyasi/Dasnami",""
"Female","8"
"Male","6"
"","14"
"Sarki",""
"Female","308"
"Male","244"
"","552"
"Sunuwar",""
"Female","12"
"Male","14"
"","26"
"Terai Others",""
"Female","14"
"Male","9"
"","23"
"Thakuri",""
"Female","174"
"Male","132"
"","306"
