"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","89"
"Cow Dung","1"
"Electricity Fuel","2"
"KeroseneFuel","7"
"LP Gas","93"
"Not Sated about Fuel","21"
"OthersFuel","0"
"Wood/FireWood","3693"
"Total","3906"
