"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","8"
"Cow Dung","2155"
"Electricity Fuel","0"
"KeroseneFuel","36"
"LP Gas","42"
"Not Sated about Fuel","46"
"OthersFuel","7"
"Wood/FireWood","1379"
"Total","3673"
