"Population by Five Years Age Group","Number"
"0-4",""
"Female","733"
"Male","830"
"10-14",""
"Female","1320"
"Male","1352"
"15-19",""
"Female","1274"
"Male","1053"
"20-24",""
"Female","852"
"Male","550"
"25-29",""
"Female","804"
"Male","508"
"30-34",""
"Female","593"
"Male","431"
"35-39",""
"Female","611"
"Male","406"
"40-44",""
"Female","648"
"Male","459"
"45-49",""
"Female","608"
"Male","494"
"50-54",""
"Female","505"
"Male","479"
"55-59",""
"Female","398"
"Male","394"
"5-9",""
"Female","1091"
"Male","1072"
"60-64",""
"Female","363"
"Male","291"
"65-69",""
"Female","302"
"Male","277"
"70-74",""
"Female","285"
"Male","219"
"75+",""
"Female","394"
"Male","280"
