"Population by Single Year of Age","Number"
"0",""
"Female","109"
"Male","100"
"1",""
"Female","98"
"Male","103"
"10",""
"Female","115"
"Male","105"
"11",""
"Female","75"
"Male","77"
"12",""
"Female","133"
"Male","121"
"13",""
"Female","85"
"Male","87"
"14",""
"Female","123"
"Male","107"
"15",""
"Female","121"
"Male","94"
"16",""
"Female","93"
"Male","101"
"17",""
"Female","69"
"Male","73"
"18",""
"Female","116"
"Male","97"
"19",""
"Female","68"
"Male","55"
"2",""
"Female","113"
"Male","106"
"20",""
"Female","94"
"Male","75"
"21",""
"Female","77"
"Male","72"
"22",""
"Female","88"
"Male","103"
"23",""
"Female","70"
"Male","68"
"24",""
"Female","76"
"Male","96"
"25",""
"Female","97"
"Male","101"
"26",""
"Female","67"
"Male","103"
"27",""
"Female","55"
"Male","83"
"28",""
"Female","78"
"Male","93"
"29",""
"Female","39"
"Male","49"
"3",""
"Female","118"
"Male","132"
"30",""
"Female","92"
"Male","91"
"31",""
"Female","40"
"Male","61"
"32",""
"Female","43"
"Male","75"
"33",""
"Female","42"
"Male","45"
"34",""
"Female","51"
"Male","47"
"35",""
"Female","96"
"Male","87"
"36",""
"Female","45"
"Male","70"
"37",""
"Female","24"
"Male","26"
"38",""
"Female","45"
"Male","63"
"39",""
"Female","23"
"Male","37"
"4",""
"Female","124"
"Male","111"
"40",""
"Female","79"
"Male","75"
"41",""
"Female","34"
"Male","38"
"42",""
"Female","45"
"Male","44"
"43",""
"Female","25"
"Male","35"
"44",""
"Female","17"
"Male","41"
"45",""
"Female","75"
"Male","75"
"46",""
"Female","33"
"Male","27"
"47",""
"Female","19"
"Male","22"
"48",""
"Female","31"
"Male","48"
"49",""
"Female","20"
"Male","25"
"5",""
"Female","122"
"Male","121"
"50",""
"Female","53"
"Male","48"
"51",""
"Female","28"
"Male","33"
"52",""
"Female","28"
"Male","32"
"53",""
"Female","10"
"Male","24"
"54",""
"Female","16"
"Male","25"
"55",""
"Female","39"
"Male","33"
"56",""
"Female","18"
"Male","31"
"57",""
"Female","12"
"Male","17"
"58",""
"Female","14"
"Male","24"
"59",""
"Female","14"
"Male","19"
"6",""
"Female","121"
"Male","123"
"60",""
"Female","53"
"Male","34"
"61",""
"Female","14"
"Male","17"
"62",""
"Female","15"
"Male","14"
"63",""
"Female","6"
"Male","11"
"64",""
"Female","7"
"Male","8"
"65",""
"Female","38"
"Male","28"
"66",""
"Female","7"
"Male","5"
"67",""
"Female","4"
"Male","4"
"68",""
"Female","9"
"Male","12"
"69",""
"Female","4"
"Male","4"
"7",""
"Female","110"
"Male","105"
"70",""
"Female","14"
"Male","10"
"71",""
"Female","2"
"Male","2"
"72",""
"Female","3"
"Male","5"
"73",""
"Female","3"
"Male","1"
"74",""
"Female","2"
"Male","0"
"75",""
"Female","8"
"Male","7"
"76",""
"Female","0"
"Male","4"
"77",""
"Female","0"
"Male","4"
"78",""
"Female","3"
"Male","4"
"79",""
"Female","0"
"Male","1"
"8",""
"Female","114"
"Male","145"
"80",""
"Female","10"
"Male","3"
"81",""
"Female","1"
"Male","0"
"82",""
"Female","0"
"Male","1"
"83",""
"Female","2"
"Male","0"
"84",""
"Female","0"
"Male","1"
"85",""
"Female","2"
"Male","3"
"9",""
"Female","92"
"Male","86"
