"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","138"
"Cow Dung","11"
"Electricity","3"
"Kerosene","17"
"LP Gas","84"
"Not stated","24"
"Others","0"
"Wood/Firewood","4726"
"Total","5003"
