"Number of households by type of outer wall","Number"
"BambooWall","2887"
"Cement Bonded Bricks/Stone Wall","801"
"Mud Bonded Bricks/Stone Wall","56"
"Not stated","30"
"Others","349"
"Unbaked Bricks","68"
"Wood/Planks","79"
"Total","4270"
