"Population by Five Years Age Group","Number"
"0-4",""
"Female","2499"
"Male","2621"
"10-14",""
"Female","3289"
"Male","3535"
"15-19",""
"Female","2070"
"Male","2280"
"20-24",""
"Female","1933"
"Male","1579"
"25-29",""
"Female","1876"
"Male","1348"
"30-34",""
"Female","1744"
"Male","1104"
"35-39",""
"Female","1719"
"Male","1189"
"40-44",""
"Female","1336"
"Male","1129"
"45-49",""
"Female","1059"
"Male","1032"
"50-54",""
"Female","927"
"Male","939"
"55-59",""
"Female","815"
"Male","946"
"5-9",""
"Female","3168"
"Male","3300"
"60-64",""
"Female","755"
"Male","839"
"65-69",""
"Female","474"
"Male","600"
"70-74",""
"Female","331"
"Male","420"
"75+",""
"Female","279"
"Male","287"
