"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","4044"
"Christianity","0"
"Hindu","1377"
"Islam","0"
"Jainism","0"
"Kirat","0"
"Prakriti","2"
"Sikhism","0"
"Undefined","0"
"Total","5423"
