"Population by Five Years Age Group","Number"
"0-4",""
"Female","670"
"Male","644"
"10-14",""
"Female","1085"
"Male","1028"
"15-19",""
"Female","956"
"Male","850"
"20-24",""
"Female","604"
"Male","335"
"25-29",""
"Female","380"
"Male","256"
"30-34",""
"Female","382"
"Male","261"
"35-39",""
"Female","438"
"Male","317"
"40-44",""
"Female","393"
"Male","311"
"45-49",""
"Female","317"
"Male","325"
"50-54",""
"Female","340"
"Male","267"
"55-59",""
"Female","290"
"Male","269"
"5-9",""
"Female","829"
"Male","820"
"60-64",""
"Female","287"
"Male","268"
"65-69",""
"Female","185"
"Male","195"
"70-74",""
"Female","139"
"Male","183"
"75+",""
"Female","232"
"Male","201"
