"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","6"
"Cow Dung","2436"
"Electricity Fuel","0"
"KeroseneFuel","150"
"LP Gas","34"
"Not Sated about Fuel","52"
"OthersFuel","61"
"Wood/FireWood","2068"
"Total","4807"
