"Population by Mother tongue","Number"
"Bajjika",""
"Female","13470"
"Male","14562"
"","28032"
"Bangla",""
"Female","47"
"Male","49"
"","96"
"Bhojpuri",""
"Female","534"
"Male","600"
"","1134"
"Doteli",""
"Female","20"
"Male","34"
"","54"
"Hindi",""
"Female","10"
"Male","7"
"","17"
"Magar",""
"Female","11"
"Male","11"
"","22"
"Maithili",""
"Female","165"
"Male","176"
"","341"
"Nepali",""
"Female","179"
"Male","205"
"","384"
"Not Reported",""
"Female","184"
"Male","196"
"","380"
"Others",""
"Female","12"
"Male","6"
"","18"
"Rai",""
"Female","7"
"Male","5"
"","12"
"Tamang",""
"Female","8"
"Male","9"
"","17"
"Urdu",""
"Female","1357"
"Male","1381"
"","2738"
"Yakkha",""
"Female","10"
"Male","10"
"","20"
