"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","100"
"Cow Dung","618"
"Electricity Fuel","1"
"KeroseneFuel","83"
"LP Gas","132"
"Not Sated about Fuel","65"
"OthersFuel","175"
"Wood/FireWood","5343"
"Total","6517"
