"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","649"
"Christianity","144"
"Hindu","29304"
"Islam","7246"
"Jainism","0"
"Kirat","14"
"Prakriti","18"
"Sikhism","0"
"Undefined","70"
"Total","37445"
