"Number of households by type of outer wall","Number"
"BambooWall","436"
"Cement Bonded Bricks/Stone Wall","39677"
"Mud Bonded Bricks/Stone Wall","26044"
"Not Stated about Wall","997"
"Other Type Wall","345"
"Unbaked Bricks","775"
"Wood/Planks","283"
"Total","68557"
