"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","190"
"Cow Dung","56"
"Electricity Fuel","125"
"KeroseneFuel","2095"
"LP Gas","47463"
"Not Sated about Fuel","415"
"OthersFuel","941"
"Wood/FireWood","17272"
"Total","68557"
