"Population by Religion","Number"
"Bahai","1"
"Bon","1"
"Buddism","27982"
"Christianity","5988"
"Hindu","267643"
"Islam","1506"
"Jainism","6"
"Kirat","1167"
"Prakriti","61"
"Sikhism","5"
"Undefined","291"
"Total","304651"
