"Agricultural land use area","Hectare"
"Area under arable land","5220.00"
"Area under meadows and pasture","3.00"
"Area under permanent crops","25.00"
"Area under Temporary crops","5182.00"
"Area under temporary fallow","23.00"
"Area under temporary meadows","16.00"
"Other land","405.00"
"Ponds","2.00"
"Woodland and forest","28.00"
"Total","10904.00"
