"Population by Five Years Age Group","Number"
"0-4",""
"Female","763"
"Male","739"
"10-14",""
"Female","1003"
"Male","1036"
"15-19",""
"Female","970"
"Male","838"
"20-24",""
"Female","780"
"Male","485"
"25-29",""
"Female","617"
"Male","410"
"30-34",""
"Female","465"
"Male","329"
"35-39",""
"Female","429"
"Male","317"
"40-44",""
"Female","437"
"Male","348"
"45-49",""
"Female","436"
"Male","376"
"50-54",""
"Female","392"
"Male","348"
"55-59",""
"Female","303"
"Male","300"
"5-9",""
"Female","893"
"Male","841"
"60-64",""
"Female","291"
"Male","231"
"65-69",""
"Female","174"
"Male","174"
"70-74",""
"Female","131"
"Male","148"
"75+",""
"Female","193"
"Male","217"
